Q57996;Q9UNF0
Q6LXW0;P03951
B1YAL1;Q96D96
C3NF67;Q9UQR1
A4FW99;Q9NYI0
Q974T4;Q00325
Q57890;O75830
A4FWU0;Q6ZUT1
Q18KE9;Q96Q40
B1L6R9;Q70E73
Q970X1;P29992
Q97CT6;P08493
Q57579;Q9Y484
Q980L7;P57679
Q9HQD7;Q13007
O27977;O95388
Q8PW90;P01258
Q975Y1;Q5T1M5
Q9V2C4;Q9Y5H8
Q2FS92;Q56VL3
Q971I8;P13611
O27906;P16452
D8JBB7;Q9NY37
Q5V4S7;P57081
P50016;Q12770
O26156;P00414
Q971T3;Q96L92
Q57847;P49915
Q97W94;O75363
B6YST9;Q13401
O59426;Q6FI13
Q0W0T4;Q9BYT9
Q2FT56;P07814
C3MQ43;O95450
Q9P9I8;Q96C36
A4FWM4;Q6P4A8
B0R879;P62330
C3NHC7;Q2M296
Q60181;Q9Y2Q3
A8MB69;Q9UPW8
Q12WS3;A6NCW0
Q8TZL3;Q86YN1
A8M9I3;Q9ULJ3
Q0W932;Q9Y343
O27363;A0A075B6H8
A3CX39;P21359
Q9HHC2;Q14204
P54026;P34741
Q6M1B4;Q2M2I3
Q58158;Q9H4H8
A1RXH6;Q9BV68
C6A1J2;O43896
Q3IRZ2;P42262
Q5JGD6;Q9UMQ6
A2SQK1;Q9GZP0
B8D509;Q99985
Q9UX21;P57739
Q5V2Y6;Q9HCJ1
A2SST5;Q7Z5Y7
A4WJU1;Q13268
A3CW75;P14927
C3MXG5;P98082
A2ST82;Q9HCH3
C3NHC2;A0A0C4DH32
Q58993;Q13651
Q4J8J9;Q9WJR5
O29118;P46094
Q5V0I9;Q02817
Q8PYN3;P08912
Q6LYI0;P81277
Q9HM14;A2RU49
A6VFN7;P17568
Q58627;Q8WUA4
Q6LXF7;Q8NHX4
C3MZM6;Q9BTE0
O29145;P62805
O58855;Q8WYP3
A4FW52;Q86UF4
A0B7V4;Q96LI5
C4KIS0;P42081
Q971T1;A1L188
C5A4H7;Q13319
Q9HNG2;P17098
Q9UYU9;O00463
Q9YEA0;P49763
A9AAK2;Q9BU89
A3CWF5;O95931
A8MB20;Q8WU03
Q58705;Q96HH4
C3NEP5;Q8TEX9
A1RXF0;P13164
A6VFP3;Q9NVP2
Q5V5S6;Q9Y6N9
Q465X9;Q9UHB6
O27392;P37023
Q49156;Q96IY1
C3MX02;Q9Y265
Q9HKC1;A0A286YFK9
Q60319;Q15762
Q5UZ46;Q9H9H4
O74025;O14939
O28682;Q567U6
Q4JAZ8;Q495W5
C3NEA7;O14511
Q6LYQ3;Q5T013
Q50755;Q9H221
B0R3T7;Q96QG7
Q9HPL8;X6R8R1
Q8TPT4;Q06265
A4G0H7;P54792
Q58692;P21731
Q8TLB8;O75459
Q58943;P0CG39
O59393;P52198
Q58921;Q9C0I3
Q58030;Q93097
Q980L3;Q5T0F9
Q8PWQ2;A0A1B0GX51
Q60317;P10243
P0CW44;A0A1B0GVY4
A4WKG3;Q9NYQ8
A1RQP7;P05165
O30142;P23381
Q980K7;Q96G61
Q979H8;P51956
Q0W8P0;P01880
A0RXJ5;Q9NYV8
B8GFB9;P02768
Q9UX46;Q8TD43
Q975I4;A0A096LPI5
Q12WA2;Q6ZVE7
Q8TR74;O60245
C5A3C2;Q92562
Q465S2;Q5TEZ5
A7I4F7;Q96FN5
A2BIU4;Q15392
P24297;Q9BQW3
Q8ZW41;Q16828
Q57721;Q9Y286
O26654;Q0VDE8
A4FXF3;E9PRG8
C3MTL3;P35711
B0R6G6;Q8N7A1
G4RJZ2;Q6NSJ0
A7I4X4;Q5W5X9
Q4J955;Q9NYH9
Q9UYX2;Q9UEU0
Q6LZC3;P04440
Q0W8X1;P25791
A6VG76;A8MQ27
Q9HHB6;Q8N3R3
Q4J8J7;Q96PM5
Q57553;Q8TCE6
Q5JD26;P49441
Q5V5U5;Q9BT76
Q9HP55;Q9NZC9
Q8TYC3;Q495A1
Q9YD08;P37802
A4WLP1;P15328
B9LR02;Q8N9L9
O27295;O15544
Q5V1D3;Q96NT3
Q8TLI4;Q9NVM1
Q973G3;A0A0J9YXM7
O24732;Q9NS86
Q58133;Q8N0Z8
C3MXG7;Q9HB29
Q8U4N3;P55916
B5BLW5;Q9UKI2
Q8ZWY4;Q8IZL8
Q97AE6;Q16706
A8ACA7;Q9NV79
A9AA28;B7Z1M9
Q58742;B3SHH9
Q12VU4;P00441
Q0W5A6;Q92734
O29556;A0A0B4J277
Q97XW1;Q9C029
P96796;Q00975
B9LTN3;O43278
Q60350;Q8N841
Q8PZK7;Q8NGS8
C3MYT6;Q6PDA7
O28429;Q13795
Q9V166;Q8IWX8
A4YHP1;Q9BQD3
Q5V296;A0A0A0MS02
B8GKD3;Q14296
C4KHW1;Q14186
O26920;P42857
P60818;Q13557
A4WJM7;P55786
E1RHR2;Q9P1Z9
O59427;Q16473
A3CV25;Q96S52
Q5UXY6;Q9H269
B6YWY1;Q02535
Q8TSA8;Q86UP3
P61937;Q5HYN5
Q8PV40;Q9UDY6
A7I8L5;Q5VWW1
O28047;Q13639
D4GQ17;O43597
Q9UX32;Q14980
P06119;P60022
O28330;Q14973
O28869;P51610
A5UMW9;Q9HBM1
O30114;P16949
Q48924;O00590
O33768;Q9BXP2
Q5JE31;Q10589
P09846;Q69383
O59184;P14651
Q58055;Q8NFW1
O27627;Q02363
Q8TZW5;P0C7U0
P0CW69;Q99877
Q0W496;Q8N8I0
Q2NIC5;Q8N9N5
B8D537;Q14686
Q5JDC7;Q96HD1
A3CSL3;Q9H0A8
Q97BJ9;Q6UWB1
P20279;Q9Y3A4
Q8PTT5;Q96BD5
Q972A2;A6NLC8
Q8PUQ4;P53618
Q8U0S7;Q9BPW4
Q2FRN2;Q5VXM1
A6VK15;Q4V326
Q8TT00;Q9GZT4
Q57921;A0A286YFG1
A3MXJ5;Q32MQ0
Q9HN34;Q16543
C3MXH2;Q8NEM7
A6URB0;P21549
Q5JJG1;Q9H2F3
C6A117;Q6ZTY9
O27893;Q5H9U9
P69052;Q8NE09
A4WN07;Q08E93
P22662;Q8NBZ0
O28592;Q8WYP5
C5A6E5;Q96NM4
C3MWX2;A0A1W2PPH5
C3N5V8;Q5VTL7
P56969;Q03933
Q2FL78;O60476
Q6L0N9;P17752
A3CU83;P40197
F1SVL2;P19224
Q58518;Q8NGZ9
Q58650;A6NI87
Q5JJC9;Q6P3W7
Q6L1G8;Q2NL82
C6A2R5;Q9NZL4
Q58111;Q68DV7
P0DMG4;Q86TD4
A3CUX9;B5MCN3
O28158;Q9NS18
C6A267;Q96DN0
C5A3L5;A0A1B0GX95
P22624;Q6TDP4
A9A8W5;Q96PD6
O27200;Q9BVC6
Q57573;Q9UBY8
C3NHZ9;P40763
C3NFW2;Q5W0A0
Q9HSF8;Q8IUQ0
Q2FS67;Q9BTV5
Q6KZM5;Q3KQU3
Q8ZSV6;Q99731
Q3IP66;P54198
A6UQY8;Q5SGD2
A6UQ78;Q6P158
Q46GA3;Q6PIU2
Q980K2;Q6W2J9
B9LQR1;Q9NSC5
Q58693;P13051
A3MVF0;P78545
Q6L295;Q8N3Y1
P58179;O43708
A3CSZ8;P0C7A2
Q8TJ19;P82664
C5A1L9;Q17RY6
Q9V2T7;Q9Y5C1
P95991;Q8IWV8
P41203;Q53RY4
C3MRJ8;Q71RG6
Q5JGT4;O60755
O59543;Q5NDL2
A8AB68;Q9Y2V7
B6YV04;Q9Y2R5
A3MX27;Q7Z304
Q5JFZ4;Q9NVH0
Q4JAZ9;P27815
Q2NEP1;Q9P1W3
Q4JB40;Q9NZ01
Q8PU66;P09327
A6VJU5;Q14213
Q8PXI0;Q8N4T0
Q58039;P15311
P61151;Q7Z3D4
Q970Z6;P04259
Q05907;O15511
Q9HSG8;Q9Y3D7
O28041;Q9UPT8
Q3ITK1;P0DOX8
Q9HL98;Q6ZN06
A4WJ90;Q8N0U7
Q8PTD3;A1A5C7
Q58514;P35237
P95474;Q2M2I5
Q5UXX3;Q7Z3S7
C3NGB7;P08069
Q3IUQ6;Q99727
A4FW93;P61513
C3NI08;Q9Y210
Q8PY83;O94759
Q9V1U5;Q8NGA0
Q57918;Q6ZQX7
P58232;P0C7X2
Q8TU56;O60678
Q9HSC4;Q8IUG1
O29445;P01298
A5UL75;Q96MZ0
Q9YC01;Q8WWA1
Q5V2T3;O75553
O57738;Q9NR20
O28100;Q9P2F5
C3MYE0;Q86Y33
A6VHS2;Q9H3Y6
A2ST90;Q17RD7
O28452;Q96DM1
Q9UXZ1;P50542
Q8TY66;Q5XPI4
Q8ZZL9;P35222
Q8TYC2;Q07812
O27902;P41212
Q8Q0J5;Q5VZ03
Q6LYE8;Q71DI3
A5UM16;P16422
A4FYX5;O15131
A2STX1;P61224
C4KIN0;Q9BS86
Q6M0B9;O95393
O27113;Q15257
P58376;Q8IZQ8
Q97CE6;Q7Z449
C3MZM9;Q96MF4
P55301;Q5C9Z4
O28122;P46939
Q58615;P11488
Q979K3;O75192
A6UVJ0;Q9UK73
C3MQ80;Q96IZ2
F0NBH8;Q9GZT6
O29254;Q9BXX2
Q8ZT70;Q6IA69
A4FVY0;P0CL81
Q46AN2;P20718
Q4JAT0;Q9UJV3
Q8PXY1;Q05BU3
Q9V1J7;Q86TA4
Q12WL4;P0CW20
Q6KZS5;P35568
Q9V0I7;Q6A162
D4GWT7;Q5H9B9
A6UWU2;Q8NG11
B1Y963;Q96N96
Q2FP51;Q93062
Q2NIA2;P30837
A1RVH3;P05164
Q9HNZ1;O00445
D4GVJ2;Q8TDM5
Q9HIR1;Q9H147
B1YB49;Q8NGR6
Q975T8;Q96K80
O58371;O43543
C3MUV2;Q9UIJ7
C3MW92;A0A1B0GVG4
A6UVG0;Q14765
A6VFZ2;Q9H9E3
Q18K56;Q6ZMH5
Q59031;Q9UHI5
B8GF73;Q96JB3
A0B6C1;Q6PJG9
Q58523;Q5JUW0
B1L7A8;Q8NH87
Q58985;O43865
Q97BB3;Q99929
Q8ZT11;Q9Y5U9
Q2NHG8;Q9H1P6
Q9V018;O75083
O29485;P04899
O58214;P49795
Q8PVB0;Q8TDB6
C3N7P5;Q9H5L6
O28482;O60783
A4WNA8;Q6UWU4
Q60369;Q00973
C3NJQ5;Q70JA7
O26806;P60866
O33845;Q6ZRU5
O73947;Q6NUJ1
A2SSJ7;P53041
Q9V195;Q68CR1
P80489;P01767
Q12TT4;P28702
A6UQ70;Q9H3V2
Q7LYW4;Q9NSN8
A2SPL7;Q99962
Q9HHH8;P62910
Q57843;Q9NX40
Q8U001;Q15008
A5ULV6;Q9Y6Y1
P81312;Q9Y5Q6
Q57833;Q6ZQY2
Q8TS62;P0DMU3
Q3IRX5;Q16795
B0R2T7;Q12805
Q58345;Q53RE8
Q8U185;O76075
Q4JAG0;Q96E16
Q18GK9;Q6UX15
Q8ZWI0;Q9UKP5
O29565;P82675
P80185;Q9NP58
Q57857;P17481
Q8TS91;P60371
Q465W3;O95980
Q00813;Q7Z5L3
Q9V1A0;Q9UI46
O26757;Q8TDH9
Q9Y9H2;Q5VWZ2
Q9YBN4;Q5T2R2
Q97W70;P51816
C3MXM0;Q12951
A5UKT8;Q5BIV9
Q5JI54;Q9H478
Q2NE95;Q3SY52
Q55338;Q96L12
Q58278;A6NGY3
A2SS82;P49908
Q97BJ3;Q9Y535
O57950;Q96FB5
O28087;Q9NQI0
O29115;Q9UDY4
O28706;Q9NWQ9
A3DN27;Q16611
Q6L1S8;P14649
O26899;Q96GE5
Q8U261;Q9NV88
O28376;Q96EQ0
Q9HPD7;P24588
O27122;Q9BUP3
O26123;A0A075B6P5
A6US51;Q9UBU8
Q46E79;O60383
Q57786;Q96G79
O59193;Q9BRG2
Q58848;Q9UIW0
Q5V1L3;Q5FVE4
O28049;Q08493
Q5UZE6;O43602
Q58999;Q8WTU0
P58202;Q8WWX0
A1RXU8;Q8TF63
Q12UV0;Q96DB9
A3MX34;Q96L15
Q8TTY3;Q9UFP1
Q74MB5;P51636
Q4JCI5;Q9NPF4
Q9HJH0;Q15750
P48854;O75077
Q9HL57;Q9C0D5
Q4J8P4;Q9H3H9
A0A482D308;Q96Q27
A4WLS6;A6NC97
Q9HJJ2;Q9Y333
Q9HPB4;Q96SL1
Q5V0S8;O75452
Q5JH27;O75177
Q8TW20;Q107X0
O27957;P14416
Q58890;Q9HCM1
O26715;B3EWF7
P84627;Q6PK18
Q6LZC4;Q96RT7
Q3IPX0;Q96DL1
P60462;Q96HZ4
Q58761;Q9BZL6
P39465;Q2Y0W8
B8GDE3;B1ANY3
P61935;Q6GV28
Q58976;Q01804
Q3IP06;Q86VW1
Q58207;Q9P218
O26664;Q5STR5
A3DMQ3;P11215
A6UV20;O43414
A8A952;Q9ULW6
P0CW09;Q9UBB5
C3N834;Q96EE3
O28846;P49821
A0B7F9;Q496M5
O27844;Q15375
Q46CJ6;Q9NVV5
C3MZJ0;Q9NQ39
A1RT34;A6NF36
B8GFN8;P08514
Q8TYB3;O00300
A6URP5;Q9BXF3
A4WKJ7;O15393
Q8TVD9;A0A087WV62
B6YT14;A0A075B6L2
C5A4I6;P03979
A4FWX0;Q92823
Q74MH3;Q6UXB4
O26945;P30968
Q9HL05;Q9Y272
B8GEZ3;Q96BW1
Q8TPA0;Q5VZ19
Q2NF55;Q8N7C0
Q57858;Q8NGT7
A8MCJ8;Q86XP1
Q5JDB7;P12755
A5ULF8;P51553
D3E045;Q8N9L1
P50384;Q03426
A5UML0;Q96LU5
O57746;Q15007
O28202;P0DPK5
A4YI75;P04183
A8A8N6;Q5VYS8
Q9HKQ2;P61916
Q9UY36;Q8NDG6
B9LPY3;Q8IYG6
C3NE02;Q96SB3
Q97ZX7;P23528
A6VFM8;Q6T4R5
Q97ZZ6;Q9NZV5
O28369;Q9BR77
Q57774;Q99743
Q9YEV3;Q9UJ96
B6YUU6;P0DV60
O74083;Q93074
Q58380;Q8IY82
P61029;Q969P6
C4KK76;Q16586
O28069;P35503
O29207;Q6ZMR3
P61301;Q16665
A1RSA3;Q5VWG9
P50387;Q8N8G6
Q58823;A0A0J9YXA8
Q8U0K5;Q0JRZ9
O57823;P08F94
C3NG93;Q99969
C4KG47;O43809
Q58413;Q8TF27
A3CYG9;Q9BT25
A4FXR4;P39905
O59422;O00453
O27970;Q9UKA4
Q12TI4;O15118
Q58248;Q96EY1
C3MUU9;P01859
Q8U0D4;P22001
A2BL26;P06127
A9A906;Q9UFN0
Q8TIF5;P49585
Q8ZYB3;Q96DD7
A6UUY8;Q9HCJ5
Q2NGM5;P57105
Q970X0;Q6ZUK4
Q9HK31;Q7Z2V1
C3N8R6;Q9H1M3
Q3ITB1;Q9UPU7
Q8TS73;P30101
Q4J8T0;Q9NRL3
Q4JC84;P25100
C4KH98;Q9H841
Q8ZWK6;P04141
Q8TXJ2;Q4VX62
Q2NFU1;P25787
Q57976;Q9NZH5
A7IAZ7;Q9UKT4
Q5V0R5;Q9NZH6
A4FYB1;Q9UHV2
B6YWH3;P0DPB3
O29755;P48723
Q9YES9;A0A0B4J1V7
Q9HN74;P13726
Q8ZVE0;O60765
Q96ZL5;Q96M11
Q8U453;P0DTL5
Q52454;A6NCW7
B1YA34;Q8IXM6
C3NCS3;Q9H9G7
O27476;Q8TCU4
Q60359;P09234
Q57781;P78540
A8MDY9;Q5VZK9
O29439;P32969
Q6LWM4;Q8WXI8
C3MZH2;Q6ZQT0
Q18FB7;Q5H9K5
P27802;Q9GZS9
Q18GX9;Q99487
O27434;P16333
Q12X51;Q9UPQ7
A5UNK4;Q96ME7
P72578;Q9NYQ7
A9A8K6;P67812
O58734;P63120
A2BN58;Q9UBT7
A6VJX3;P59827
A6VIC0;G5E9R7
A3DN28;A0A0A6YYL3
Q97Z79;P63218
Q8PUM6;Q9H089
A4FWB6;P35813
Q8TTK2;Q9HC58
O59649;P10720
Q9HHU0;Q4V328
O58433;Q8IUE1
Q979P8;Q9BYB0
O29105;P56747
A8ME61;Q7RTS7
A6UP16;Q13526
O30186;Q6P474
P95931;Q99954
Q971T7;P48634
P56509;O15037
Q57952;Q9BRV3
Q58799;Q2M3T9
B0R4Z6;Q9Y215
O29712;Q8IUB5
A7I5Q2;P78346
A8A8D3;P17252
A8AB06;O60412
Q8TMI3;Q6IPT2
O29157;P43166
Q5JFR5;O75052
A6UTL4;P18887
O28090;Q8WVS4
Q59057;A2IDD5
A7I8L8;A6NIX2
Q58102;Q96DX5
Q8PVV3;Q96DH6
Q5JJC8;Q66K79
B8ZYW3;Q96LM9
Q58547;Q8N2S1
Q975T0;P62263
Q57622;Q13253
Q46C09;P19367
Q5V463;Q99650
P12732;Q13630
Q4J8X8;Q969V5
Q8U1X0;Q9UHQ1
P36174;P52742
Q8PYE0;Q69YG0
Q2NHB2;Q9UKK3
Q60182;Q9NRM0
A7I912;P86790
P14718;Q6UWM9
Q975E9;Q8N139
O27252;A0A1B0GVS7
P95958;O15195
B1YCY7;Q9NPE6
C3MZT9;Q99442
A1RS58;Q8IZF5
Q2NFZ5;Q96Q42
Q8THG2;Q96EK7
C4KHA7;A0A1B0GUA7
Q971K8;P32970
A6UQT5;Q5TC63
Q9YEY2;Q7L2R6
O58321;Q9BRR3
Q18KI2;P52737
H3ZPU1;P01860
Q8NKQ2;B4E2M5
C3NE01;Q6A163
A7I757;P25092
A2SQF0;Q8NGJ1
Q9HM89;P36269
O93748;C9JL84
O28052;Q8NH64
Q0W1X9;Q8N8E3
Q46B32;Q13608
Q8U3J1;Q68D10
Q9UY49;Q05397
C6A429;Q8WU43
Q8U3Z6;Q9Y399
B1L384;P27448
A4YHJ0;P98077
A2SSV9;Q9NPE3
Q46DA7;Q9H2A9
P29200;Q5JTD7
O28430;Q00169
Q58364;Q86TB9
C3NH77;Q9H7X7
Q8TWY4;Q96EH5
Q6LYG0;O75808
O30561;Q6ZT21
A3CSY4;Q6ZR08
P95986;Q9Y530
Q8U1U1;Q15036
Q50519;P35125
Q6L1M4;A1A580
A2SSL7;Q8NBM8
P62010;Q8TDX5
Q9HJB3;O00299
Q96YI2;Q96C11
O27389;Q6DN14
Q3IMM9;Q9Y3C4
Q8TRT2;Q99856
C3MPN5;B9A064
Q5JDY1;A6NEY8
Q2NFX3;Q86YW5
Q8TQQ1;Q9NPJ8
A5UL35;Q96PV7
Q58896;P00736
P48782;O75449
C4KH10;Q86SR1
Q74MV8;Q9UKJ5
B1YAT9;Q9P275
Q9HNL4;Q9P1J3
Q8TIN6;Q53HV7
A0B9A2;Q92900
Q9HPD1;Q9NXZ2
Q9HKE4;P0DW11
D4GZE7;Q9NPG8
A6VH05;Q9Y547
Q5V1K0;B7ZC32
Q3IMJ0;Q04844
P72579;P59046
O29518;P00491
Q18JI2;Q8WU90
Q9HK34;Q0ZGT2
B9LPW5;A4D263
Q97BN1;A6NJI1
P12734;Q7Z4L9
O28848;P10721
Q465U3;O75110
B6YVW0;Q9BSQ5
O59484;Q15751
O27272;Q8NHG7
A2BLM0;Q6PIJ6
Q9V1J1;Q9HAY2
C3MZ09;Q96RY7
Q57699;Q96KV6
Q58020;P10619
Q8U1T1;Q6TFL4
C3MRH0;Q6NXT1
Q9HM46;Q9P086
A9A6R1;O60840
Q6L0P2;P49863
P62428;P08908
B0R7Y4;A6NI61
O28517;Q8NGE8
O59060;Q9H2R5
Q12WQ0;Q8TC56
A6VHV2;O75936
A7I9J0;Q6P5R6
Q60340;Q8NDL9
A0B8P7;Q9GZN8
Q8TXU4;Q8TC20
Q2NFX1;P46100
O29190;Q96D70
A3DMR5;Q9UMN6
Q8TU05;O43617
Q9HM17;Q8NF37
Q6F494;A6NH52
P50436;Q86VS3
Q9UYX5;O00238
P0CL73;Q96R08
A6UUT1;Q9H2X8
O27950;P32247
Q58327;Q14764
A1RVT1;Q9UPW5
Q58793;Q8WW34
P58838;P19827
A7IAP8;Q9H9C1
Q58601;Q8N140
A6UTF6;Q13951
Q8ZVM8;Q9NUL3
Q8PW41;Q96GY0
C6A1U9;Q8N5I2
O27439;Q96P64
B6YUN2;P51149
Q9HPD3;P20382
O26541;P62195
Q465Q9;Q8TCN5
Q2NE10;P01031
C3MWA4;Q96I82
A6VIS6;A8MX34
Q9YE03;O94933
Q5JGB4;P22415
Q2NER9;Q9UKR0
Q9HQ32;Q5VTJ3
B0R7Q2;A4QPB2
B1L787;Q8N2E6
Q8U0A7;Q8IUC2
C3MQL6;Q6ZVZ8
A8A8T2;O60269
A3CWU5;Q8N6N3
C5A2F7;Q9NZU0
A9A846;Q9NVW2
A2BLF3;Q96AT1
Q8PUR5;P59990
A6VGG1;A0A1B0GVR7
A3MUQ5;P13929
Q2FSH0;Q7Z624
A4FXC3;Q9NRX6
Q57635;Q9NRW3
C4KGR1;Q2LD37
Q2NF42;O15321
A3CSZ7;Q5TBA9
C4KKE6;Q5T440
Q9P996;P57052
Q60290;Q12841
P95989;P23276
A2ST45;Q8NDV1
B0R4C9;Q9BVV8
Q4J6H1;P51810
C4KK84;Q5T5F5
Q97C23;O43633
B0R753;Q96BR6
Q58811;P50616
A3CT18;Q8IVH8
Q9HJ48;P51681
Q58003;O00154
Q58245;Q9UHF3
A6UP61;O75845
O27129;P04798
A6UPL5;Q6ZSJ8
O27656;Q8TC90
Q8PYF8;P51160
O27398;Q13555
Q9HP42;A4D1F6
Q96YZ9;O60313
A1RWY6;Q96HR8
A7I655;O95868
Q2NIA4;P0CG40
Q977U8;P51159
P58812;Q8N635
A2SPK6;P14868
Q8PV20;Q9BVL2
Q6LXB3;P09884
C3MRD1;O15040
A9A231;Q6XZF7
Q96YQ2;P12532
Q3IPJ2;P43119
Q5UZH1;Q8IYY4
Q8U0F2;P0DN26
A3CXX4;P84996
B1YDX0;P52848
Q8ZWU4;A6NHS1
Q57743;Q7Z5B4
A0B7D5;Q8N9N8
B1Y9W7;Q9UHV9
A6UQ71;O15146
O29774;Q8WU39
A6UU96;Q32P41
C3NE26;Q8IZU3
Q18K60;Q9UHD4
O28126;Q9GZK4
Q9V1B2;Q01469
O26521;Q9H6X2
A6UTB1;P20340
A9A7Q1;P50876
Q18FM4;Q969S0
Q3IMI4;A0A0B4J266
C3NE81;Q9UPX6
O26342;A0A0C4DH59
O28671;Q01432
C3NGW2;Q96DS6
Q469M0;Q8NH01
Q8TX58;Q9HBY0
Q9UXX8;Q96AC6
Q6LX70;Q00056
Q8Q0F9;Q969N2
O58967;P46091
Q8TS00;P49913
Q58367;Q04695
Q97BW5;Q15475
A1RSE6;Q6XYQ8
O27580;Q96NH3
B1Y8V5;Q9Y581
Q8PV47;P46093
P83194;Q13203
Q57719;Q6UX01
A6VIP0;Q8NEJ0
O30009;Q86UB9
Q9V2E8;Q8TCQ1
O29191;Q9GZQ6
Q8TYN8;O15431
A4FZ71;Q8N816
C6A0S1;P82921
Q5UXT1;Q8TB68
B0R4Y8;O00233
B8YB58;Q5TYM5
A6UQ61;Q5VXU9
Q0W2W0;P55263
P16018;P32249
B6YSQ4;Q8WXS8
Q97WC6;Q7Z5J1
C3NEV4;Q96T55
P58111;Q8NDZ6
O29103;Q6UWD8
A3CSK8;Q8TAA1
A3CS13;O75335
Q58196;O60828
A4FXD7;O75056
A3MXW0;P48304
B0R754;Q5UCC4
P58833;Q96ED9
O58451;P04920
Q6L1F6;P12980
C3MVF7;O43676
Q6M0I0;Q16663
Q59002;Q96NB2
B0R700;O60763
Q8PUY4;O60281
O58760;Q6BEB4
O24787;Q96K49
Q9UYY8;A8MWY0
Q979V9;Q8IY67
Q8U446;O95573
A4WH15;Q9BWU0
A1RWT7;Q75MW2
Q48315;Q9UBK9
Q8TM02;Q2QD12
I3R0S7;Q12798
O27741;Q7Z408
O29679;A6PVY3
C4KIR0;Q9H161
C3MPN0;Q8NBR6
Q8TM08;P35625
O74026;P61086
P81319;Q99757
Q9YAB0;Q6ZVU0
E7FI45;P61353
C3NEW0;P35367
O59517;Q8IVP9
C5A430;O75165
Q6KZM3;P01825
Q9V0K1;P00439
C3N5E4;Q96R72
D4GWY0;Q9UGF7
Q8U009;A0A1B0GVX0
Q3IU46;P19957
Q5UZ63;Q8IY85
C5A255;Q9C0J9
Q4JAL1;Q99807
O27230;Q9Y577
Q8TSZ1;Q8N1I8
C4KKU5;P26373
P14040;Q8IWU6
C4KHG8;Q5T292
C3NHA6;Q3MIV0
Q9HLE4;Q9BWT6
Q8TS44;Q96R09
Q8U0K8;Q5VU97
A8M9U2;P56377
O27036;Q32MH5
O26284;Q96MT4
A5ULP3;Q7Z2X4
Q974Z9;P51884
A0B9W7;Q68CZ1
A2SRK9;Q9NVJ2
O27555;Q00613
B8GF04;Q96LA5
Q2FL43;P78504
C3N851;Q9HA92
O27748;P06401
O29709;Q8IXW0
Q12U08;Q9HCS4
Q58582;Q9HAS3
A1RZT8;Q96N19
A6UUS5;Q92879
Q9V1T8;Q8IYJ0
Q9YA53;Q68E01
C6A335;P52744
A4WL94;O75369
P62378;Q01543
Q2FQ74;Q6UXR8
A4WKQ9;Q9UBU3
A8MC33;Q96CG3
O59205;Q9NRU3
Q58574;Q1T7F1
A9A9N8;Q86UR5
Q8TV07;Q9Y226
Q978W6;Q16560
Q5UXG4;Q13895
P29198;P0CW00
O29995;Q6UY01
O59650;Q8NH16
A9A1K6;Q92918
Q49173;Q8NGM1
Q97WK3;P56539
Q74M50;Q9NXX6
O29931;O60522
Q9V1F3;Q99956
Q18H65;Q5VSD8
C3MW31;O15467
A3MX10;Q9P2X8
O28098;P62266
Q974T1;Q9Y5Z6
A5UL62;Q9BXC1
Q8ZYQ2;Q8N423
A4YCU9;Q5VXU3
Q2NEL1;Q9NVT9
Q6L0W5;Q969R8
A4YHV8;Q16822
O30172;Q96AE7
C3MYR2;Q96KN1
Q58689;Q15759
O28876;Q9BYG5
Q976J9;Q9NWU2
Q58787;Q8TEJ3
Q58104;Q6PEW0
Q2NI29;Q9H342
Q57641;Q96CN9
O30131;P36957
Q5V2G6;Q2WGJ8
Q8PZZ9;Q00G26
A7I7P5;H3BPF8
C3N8Q2;P55060
Q4J920;Q9GZV5
O27350;O14492
Q8U3M2;Q13153
Q9YFM0;P01588
Q60379;O75509
Q9UX87;P0DV77
B1YAJ9;Q8WVD5
Q2FL79;A8MXJ8
B1YBK5;O75373
A3MS51;A0A0B4J237
B6YWG5;P55011
A4WGZ8;Q3KP44
B0R349;Q6UWN0
A2BMH3;A6NKN8
Q0W4K2;O95352
Q975D4;Q9NWM8
Q9UX83;Q9BYJ9
Q57911;Q9Y6I7
A0RZ28;Q6Y288
O57740;Q9H467
Q9HPU8;P61218
B9LUD2;Q9ULI1
Q9YCR4;Q9H2H9
Q8TZZ9;Q9ULV1
Q46AJ8;Q8IWY8
Q8ZYQ1;Q13277
Q2FU92;P25101
Q9HM29;Q14573
Q3V8B2;O75603
O27381;P60880
Q9UX85;Q96QE2
Q8PW44;Q8NHY5
A3MTL3;P10911
O58783;Q92522
Q3ITY2;Q9BSH4
B6YVQ4;O75381
O28491;Q9UPN9
Q8ZYV6;Q96I25
Q59043;P07332
A8MD73;Q8N9F0
P95895;Q99755
P81901;Q14954
Q58086;Q6ZMN7
Q46GC9;Q96N87
Q58628;Q9P1Q0
B0R8C3;B3EWG6
Q3IRN3;A0A0D9SF12
O28912;Q5VYP0
A4FYN1;Q9BVK6
C3MZM3;P13928
Q2FM37;P22413
Q8U3H5;P07305
Q97B34;P02751
A3MS44;Q6NVV9
O28213;Q13454
A0RVX9;Q13444
Q58485;Q8N350
P15353;Q9Y3C7
A5UKU8;Q2MKA7
Q9HJ17;Q96NB3
Q3IUP1;P10321
D4GY94;Q5VY80
A1RWX6;Q9C091
Q8TXF4;Q9Y3X0
Q6L2J9;Q96S90
C3MY92;Q8N9Z9
C6A184;O76094
P58407;O15482
